asset_id,platform,ts_utc,price_gross
dembele_gold,ps,2026-03-30T20:13:00,56500
dembele_gold,ps,2026-03-30T20:42:00,61000
dembele_gold,ps,2026-03-30T20:52:00,63500
dembele_gold,ps,2026-03-30T20:59:00,61500
dembele_gold,ps,2026-03-30T21:04:00,61500
dembele_gold,ps,2026-03-30T21:30:00,60000
dembele_gold,ps,2026-03-30T21:32:00,59500
dembele_gold,ps,2026-03-30T21:33:00,55000
dembele_gold,ps,2026-03-30T21:40:00,59000
dembele_gold,ps,2026-03-30T22:15:00,56000
dembele_gold,ps,2026-03-30T22:16:00,56000
dembele_gold,ps,2026-03-30T22:20:00,57000
dembele_gold,ps,2026-03-30T22:29:00,57500
dembele_gold,ps,2026-03-30T22:30:00,55000
dembele_gold,ps,2026-03-30T22:31:00,57500
dembele_gold,ps,2026-03-30T22:36:00,56000
dembele_gold,ps,2026-03-30T22:36:00,55000
dembele_gold,ps,2026-03-30T22:38:00,57500
dembele_gold,ps,2026-03-30T22:40:00,57500
dembele_gold,ps,2026-03-30T22:41:00,57500
dembele_gold,ps,2026-03-30T22:45:00,55000
dembele_gold,ps,2026-03-30T23:22:00,75000
dembele_gold,ps,2026-03-30T23:26:00,69000
dembele_gold,ps,2026-03-30T23:38:00,67000
dembele_gold,ps,2026-03-31T00:00:00,69500
dembele_gold,ps,2026-03-31T00:28:00,59000
dembele_gold,ps,2026-03-31T00:39:00,63500
dembele_gold,ps,2026-03-31T00:46:00,59000
dembele_gold,ps,2026-03-31T01:08:00,59000
dembele_gold,ps,2026-03-31T01:09:00,56000
dembele_gold,ps,2026-03-31T01:18:00,58500
dembele_gold,ps,2026-03-31T01:42:00,58500
dembele_gold,ps,2026-03-31T01:45:00,58000
dembele_gold,ps,2026-03-31T02:37:00,59000
dembele_gold,ps,2026-03-31T02:38:00,55000
dembele_gold,ps,2026-03-31T02:55:00,50000
dembele_gold,ps,2026-03-31T03:02:00,60000
dembele_gold,ps,2026-03-31T03:03:00,58500
dembele_gold,ps,2026-03-31T03:04:00,58500
dembele_gold,ps,2026-03-31T03:27:00,59500
dembele_gold,ps,2026-03-31T03:29:00,59500
dembele_gold,ps,2026-03-31T04:10:00,55500
dembele_gold,ps,2026-03-31T04:12:00,57500
dembele_gold,ps,2026-03-31T04:15:00,56500
dembele_gold,ps,2026-03-31T04:47:00,57500
dembele_gold,ps,2026-03-31T05:07:00,57000
dembele_gold,ps,2026-03-31T05:11:00,57000
dembele_gold,ps,2026-03-31T05:16:00,56500
dembele_gold,ps,2026-03-31T05:30:00,57000
dembele_gold,ps,2026-03-31T05:44:00,70500
dembele_gold,ps,2026-03-31T05:51:00,57000
dembele_gold,ps,2026-03-31T05:51:00,56000
dembele_gold,ps,2026-03-31T06:00:00,56000
dembele_gold,ps,2026-03-31T06:15:00,56500
dembele_gold,ps,2026-03-31T06:22:00,55500
dembele_gold,ps,2026-03-31T06:27:00,56000
dembele_gold,ps,2026-03-31T06:59:00,56000
dembele_gold,ps,2026-03-31T08:00:00,55000
dembele_gold,ps,2026-03-31T08:31:00,54500
dembele_gold,ps,2026-03-31T08:35:00,52000
dembele_gold,ps,2026-03-31T08:51:00,55000
dembele_gold,ps,2026-03-31T09:34:00,50000
dembele_gold,ps,2026-03-31T09:54:00,55500
dembele_gold,ps,2026-03-31T09:55:00,55000
dembele_gold,ps,2026-03-31T10:22:00,55500
dembele_gold,ps,2026-03-31T10:32:00,50000
dembele_gold,ps,2026-03-31T10:32:00,54000
dembele_gold,ps,2026-03-31T11:22:00,56500
dembele_gold,ps,2026-03-31T11:41:00,51000
dembele_gold,ps,2026-03-31T11:46:00,53500
dembele_gold,ps,2026-03-31T12:36:00,56500
dembele_gold,ps,2026-03-31T12:36:00,56500
dembele_gold,ps,2026-03-31T13:08:00,58000
dembele_gold,ps,2026-03-31T13:28:00,59000
dembele_gold,ps,2026-03-31T13:29:00,59000
dembele_gold,ps,2026-03-31T13:29:00,59000
dembele_gold,ps,2026-03-31T13:35:00,58000
dembele_gold,ps,2026-03-31T13:36:00,59000
dembele_gold,ps,2026-03-31T13:40:00,58000
dembele_gold,ps,2026-03-31T13:46:00,56500
dembele_gold,ps,2026-03-31T14:22:00,60000
dembele_gold,ps,2026-03-31T14:23:00,60000
dembele_gold,ps,2026-03-31T14:47:00,65000
dembele_gold,ps,2026-03-31T15:00:00,67000
dembele_gold,ps,2026-03-31T15:01:00,65000
dembele_gold,ps,2026-03-31T15:01:00,54000
dembele_gold,ps,2026-03-31T15:13:00,60000
dembele_gold,ps,2026-03-31T15:27:00,64500
